reviewId,userName,content,score
39ba0c17-cc6e-4a47-86a3-4c0b065a8c8d,Rizky Kurniawan,"Maaf min. Saya kasih bintang 1 dulu ya kalo sudah ada perbaikan saya edit kasih bintang 5, Aplikasinya harus ada Improvement lagi... Mau Verifikasi susah sekali sudah berkali-kali coba isi data lengkap dari KTP dan Rekam Wajah Livelines apalah itu... (Saya Pindah ke Sebelah saja. Verifikasi Cukup Pas Foto terbaru saja dengan Foto KTP langsung Approve) bukan menjelekan memang nyatanya begitu...",1
b9e4d2aa-82b8-4a52-97fb-04d56a66520d,Iki Esmi,Ini knpa gak bisa bisa withdraw yah? Selalu ada Kolom otentikasi Google tapi gak ada Notif dari google,1
28f9cd97-3020-4440-9a74-59e95f459607,Dante Alighiri,"Aplikasi gendeng ada 3 kode verifikasi email, sms dan google..dengan waktu yg cepat..apa semua punya kemampuan ngetik cepat...3 jam nyoba gonta ganti kode. Setelah maintenance aplikasi tidak cocok untuk orang tua yg gaptek. kecewa sekali",1
a34803d8-0c75-4364-903b-ae6b521242e0,Deny Ferdianto,Agak kecewa ya ternyata system pengelolaan event nya tidak cukup baik. Bahkan terkesan menyepelekan pengguna aplikasinya. Wajar sih kalau banyak komplain. Event yang satu distribusi nya belum kelar sudah di tindih event lain. Market luar tidak perlu iming-iming menepati janji nya bahkan bekerja dengan sangat cepat dan tepat waktu. Beda sekali dengan tokocrypto yang mencle mencle.,1
35343f91-e987-401f-887f-af847a1f9d88,R A M Chanel OK,Payah.. Deposit masuknya berhari-hari. Sangat merugikan pengguna Aplikasi.,1
5fd3d4fa-629b-4de4-a05d-c70b93a8e844,Dedhy 88 Galery,"Registrasinya ribet amat KYC level 1 sdh beberapa kali ambil video dibilang tidak valid, kalau bisa tidak usah yg ribetlah banyak yang mau mendaftar tapi dibuat susah. Aplikasi yg lain tidak spt ini juga daftarnya. Tambah lagi sdh lama mendaftar katanya paling cepat verifikasinya malah ini blm diverifikasi Terus bgmn mau beli koin yg diinginkan kalau spt ini.",1
f10361b7-b23a-4ade-ac66-7635d97947ee,Jali Paniis,Aplikasi sampah..... Mau transfer aja susah bgttt pke author ampe 4 hri lebih ..... Aplikasi cacatttt njing,1
d24ea892-99c9-4ddb-8d27-565601ce6d37,Fazha Roger,"Penukaran ke IDR terlalu lama padahal sudah harga pasar aneh kalau ada bintang 0, bakalan kasih 0",1
98775db2-686c-4e89-8e38-cf7d3875277e,MR. CAK CIK,"Deposit melalui bank mandiri sudah di hilangkan, gak asik sama sekali",1
bfa3d7ca-0735-4ba4-9f39-fcc3c1bd702d,IG; Yulanda_rich21 Bika,Buruk sekali daftar nya gagal teruss! Tolong min bantuin!!!,1
9e71ad05-cc54-4a9d-b058-33a82dd88ba5,Feri Afriansyah,Kenapa sih google autentikatotnya salah terus. Padahal sudah benar.,1
afe6401e-efcd-4f14-9cbd-dbebbffa924d,kharis mohamad,Knp jadi sllu ke log out saat nutup aplikasi nya,1
